Sales_Outlet_Id,Transaction_Date,Product_Id,Starting_Inventory,Quantity_Sold,Current Inventory,Waste,% Waste,Replenishment_Required
3,2019,70,93,45,16,32,0.344086022,YES
3,2019,71,92,59,5,28,0.304347826,YES
3,2019,72,61,41,13,7,0.114754098,YES
3,2019,73,75,56,4,15,0.2,YES
3,2019,69,91,91,0,0,0,YES
3,2019,72,57,56,0,1,0.01754386,YES
3,2019,69,21,15,5,1,0.047619048,YES
3,2019,70,28,15,3,10,0.357142857,YES
3,2019,71,58,45,2,11,0.189655172,YES
3,2019,72,29,19,9,1,0.034482759,YES
3,2019,73,85,83,1,1,0.011764706,YES
3,2019,69,37,11,22,4,0.108108108,NO
3,2019,70,56,24,15,17,0.303571429,YES
3,2019,71,48,12,5,31,0.645833333,YES
3,2019,72,60,51,1,8,0.133333333,YES
3,2019,73,86,11,68,7,0.081395349,NO
3,2019,69,33,22,8,3,0.090909091,YES
3,2019,70,54,41,13,0,0,YES
3,2019,71,84,40,38,6,0.071428571,YES
3,2019,72,46,24,16,6,0.130434783,YES
3,2019,73,90,77,12,1,0.011111111,YES
5,2019,69,39,22,10,7,0.179487179,YES
5,2019,70,34,12,0,22,0.647058824,YES
5,2019,71,30,3,2,25,0.833333333,YES
5,2019,72,38,38,0,0,0,YES
5,2019,73,98,81,16,1,0.010204082,YES
5,2019,69,45,13,8,24,0.533333333,YES
5,2019,70,66,28,36,2,0.03030303,NO
5,2019,71,42,40,1,1,0.023809524,YES
5,2019,72,70,17,26,27,0.385714286,YES
5,2019,73,68,57,3,8,0.117647059,YES
5,2019,69,25,0,23,2,0.08,NO
5,2019,70,45,26,0,19,0.422222222,YES
5,2019,71,85,50,23,12,0.141176471,YES
5,2019,72,42,15,25,2,0.047619048,NO
5,2019,73,97,48,39,10,0.103092784,YES
5,2019,69,28,15,4,9,0.321428571,YES
5,2019,70,28,24,4,0,0,YES
5,2019,71,57,20,9,28,0.49122807,YES
5,2019,72,44,1,38,5,0.113636364,NO
5,2019,73,67,19,24,24,0.358208955,YES
5,2019,69,89,51,32,6,0.06741573,YES
5,2019,70,99,25,70,4,0.04040404,NO
5,2019,71,59,11,10,38,0.644067797,YES
5,2019,72,31,1,12,18,0.580645161,YES
5,2019,73,48,39,1,8,0.166666667,YES
5,2019,69,49,25,22,2,0.040816327,YES
5,2019,70,78,61,9,8,0.102564103,YES
5,2019,71,94,13,26,55,0.585106383,YES
5,2019,72,90,78,10,2,0.022222222,YES
5,2019,73,62,43,16,3,0.048387097,YES
5,2019,69,43,9,34,0,0,NO
5,2019,70,58,16,4,38,0.655172414,YES
5,2019,71,27,11,3,13,0.481481481,YES
5,2019,72,98,15,42,41,0.418367347,YES
5,2019,73,100,65,16,19,0.19,YES
5,2019,69,74,11,42,21,0.283783784,NO
5,2019,70,27,21,1,5,0.185185185,YES
5,2019,71,21,7,1,13,0.619047619,YES
5,2019,72,84,34,13,37,0.44047619,YES
5,2019,73,98,70,4,24,0.244897959,YES
5,2019,69,77,28,40,9,0.116883117,NO
5,2019,70,84,57,24,3,0.035714286,YES
5,2019,71,56,16,32,8,0.142857143,NO
5,2019,72,64,7,10,47,0.734375,YES
5,2019,73,42,12,13,17,0.404761905,YES
5,2019,69,78,71,0,7,0.08974359,YES
5,2019,70,79,56,12,11,0.139240506,YES
5,2019,71,58,7,45,6,0.103448276,NO
5,2019,72,74,3,10,61,0.824324324,YES
5,2019,73,94,40,20,34,0.361702128,YES
5,2019,69,52,3,36,13,0.25,NO
5,2019,70,98,95,2,1,0.010204082,YES
5,2019,71,91,6,66,19,0.208791209,NO
5,2019,72,22,12,8,2,0.090909091,YES
5,2019,73,75,13,42,20,0.266666667,NO
5,2019,69,82,15,12,55,0.670731707,YES
5,2019,70,92,42,33,17,0.184782609,YES
5,2019,71,39,10,12,17,0.435897436,YES
5,2019,72,63,27,2,34,0.53968254,YES
5,2019,73,81,44,11,26,0.320987654,YES
5,2019,69,70,55,10,5,0.071428571,YES
5,2019,70,81,58,18,5,0.061728395,YES
5,2019,71,84,76,5,3,0.035714286,YES
5,2019,72,63,20,13,30,0.476190476,YES
5,2019,73,97,53,11,33,0.340206186,YES
5,2019,69,34,19,6,9,0.264705882,YES
5,2019,70,77,34,15,28,0.363636364,YES
5,2019,71,46,39,2,5,0.108695652,YES
5,2019,72,74,21,42,11,0.148648649,NO
5,2019,73,60,5,36,19,0.316666667,NO
5,2019,69,30,2,25,3,0.1,NO
5,2019,70,56,7,18,31,0.553571429,YES
5,2019,71,54,19,12,23,0.425925926,YES
5,2019,72,63,63,0,0,0,YES
5,2019,73,82,74,3,5,0.06097561,YES
5,2019,69,47,34,5,8,0.170212766,YES
5,2019,70,51,7,38,6,0.117647059,NO
5,2019,71,37,34,0,3,0.081081081,YES
5,2019,72,84,1,57,26,0.30952381,NO
5,2019,73,48,9,38,1,0.020833333,NO
5,2019,69,100,93,3,4,0.04,YES
5,2019,70,99,36,27,36,0.363636364,YES
5,2019,71,69,65,0,4,0.057971014,YES
5,2019,72,44,33,4,7,0.159090909,YES
5,2019,73,57,45,9,3,0.052631579,YES
5,2019,69,38,3,21,14,0.368421053,NO
5,2019,70,53,41,11,1,0.018867925,YES
5,2019,71,72,17,25,30,0.416666667,YES
5,2019,72,83,16,29,38,0.457831325,YES
5,2019,73,59,41,9,9,0.152542373,YES
5,2019,69,48,7,35,6,0.125,NO
5,2019,70,39,22,5,12,0.307692308,YES
5,2019,71,69,36,32,1,0.014492754,YES
5,2019,72,50,6,12,32,0.64,YES
5,2019,73,44,7,18,19,0.431818182,YES
5,2019,69,72,16,1,55,0.763888889,YES
5,2019,70,83,32,4,47,0.56626506,YES
5,2019,71,22,6,5,11,0.5,YES
5,2019,72,63,38,14,11,0.174603175,YES
5,2019,73,54,30,1,23,0.425925926,YES
5,2019,69,35,21,3,11,0.314285714,YES
5,2019,70,98,67,14,17,0.173469388,YES
5,2019,71,63,22,13,28,0.444444444,YES
5,2019,72,57,34,2,21,0.368421053,YES
5,2019,73,23,18,2,3,0.130434783,YES
8,2019,69,52,5,16,31,0.596153846,YES
8,2019,70,40,18,6,16,0.4,YES
8,2019,71,95,47,35,13,0.136842105,YES
8,2019,72,25,20,2,3,0.12,YES
8,2019,73,55,13,21,21,0.381818182,YES
8,2019,69,67,60,7,0,0,YES
8,2019,70,84,79,4,1,0.011904762,YES
8,2019,71,60,57,3,0,0,YES
8,2019,72,51,0,35,16,0.31372549,NO
8,2019,73,45,21,4,20,0.444444444,YES
8,2019,69,84,71,8,5,0.05952381,YES
8,2019,70,23,12,0,11,0.47826087,YES
8,2019,71,98,0,44,54,0.551020408,YES
8,2019,72,100,89,5,6,0.06,YES
8,2019,73,63,0,14,49,0.777777778,YES
8,2019,69,88,66,3,19,0.215909091,YES
8,2019,70,87,79,4,4,0.045977011,YES
8,2019,71,66,58,4,4,0.060606061,YES
8,2019,72,58,15,34,9,0.155172414,NO
8,2019,73,94,35,54,5,0.053191489,NO
8,2019,69,90,4,8,78,0.866666667,YES
8,2019,70,57,39,15,3,0.052631579,YES
8,2019,71,68,31,30,7,0.102941176,YES
8,2019,72,35,10,12,13,0.371428571,YES
8,2019,73,66,10,44,12,0.181818182,NO
8,2019,69,75,37,15,23,0.306666667,YES
8,2019,70,35,13,6,16,0.457142857,YES
8,2019,71,96,72,7,17,0.177083333,YES
8,2019,72,29,17,12,0,0,YES
8,2019,73,75,57,1,17,0.226666667,YES
8,2019,69,65,25,29,11,0.169230769,YES
8,2019,70,83,11,52,20,0.240963855,NO
8,2019,71,34,32,2,0,0,YES
8,2019,72,65,40,25,0,0,YES
8,2019,73,24,0,14,10,0.416666667,NO
8,2019,69,96,7,10,79,0.822916667,YES
8,2019,70,57,53,1,3,0.052631579,YES
8,2019,71,35,4,14,17,0.485714286,YES
8,2019,72,48,4,13,31,0.645833333,YES
8,2019,73,28,22,2,4,0.142857143,YES
8,2019,69,31,4,20,7,0.225806452,NO
8,2019,70,36,17,14,5,0.138888889,YES
8,2019,71,99,32,19,48,0.484848485,YES
8,2019,72,80,63,0,17,0.2125,YES
8,2019,73,75,15,2,58,0.773333333,YES
8,2019,69,95,62,27,6,0.063157895,YES
8,2019,70,27,23,0,4,0.148148148,YES
8,2019,71,62,52,2,8,0.129032258,YES
8,2019,72,28,23,2,3,0.107142857,YES
8,2019,73,56,36,18,2,0.035714286,YES
8,2019,69,53,27,7,19,0.358490566,YES
8,2019,70,38,29,1,8,0.210526316,YES
8,2019,71,36,2,31,3,0.083333333,NO
8,2019,72,64,4,25,35,0.546875,YES
8,2019,73,40,35,1,4,0.1,YES
8,2019,69,45,1,37,7,0.155555556,NO
8,2019,70,63,4,40,19,0.301587302,NO
8,2019,71,60,39,18,3,0.05,YES
8,2019,72,28,27,1,0,0,YES
8,2019,73,86,72,7,7,0.081395349,YES
8,2019,69,35,8,19,8,0.228571429,NO
8,2019,70,40,21,10,9,0.225,YES
8,2019,71,24,16,7,1,0.041666667,YES
8,2019,72,62,10,20,32,0.516129032,YES
8,2019,73,83,12,67,4,0.048192771,NO
8,2019,69,47,31,5,11,0.234042553,YES
8,2019,70,80,62,17,1,0.0125,YES
8,2019,71,49,16,18,15,0.306122449,YES
8,2019,72,46,7,32,7,0.152173913,NO
8,2019,73,21,17,3,1,0.047619048,YES
8,2019,69,30,7,12,11,0.366666667,YES
8,2019,70,95,89,3,3,0.031578947,YES
8,2019,71,75,41,10,24,0.32,YES
8,2019,72,79,46,1,32,0.405063291,YES
8,2019,73,66,16,48,2,0.03030303,NO
8,2019,69,47,26,4,17,0.361702128,YES
8,2019,70,88,83,5,0,0,YES
8,2019,71,57,51,4,2,0.035087719,YES
8,2019,72,25,13,6,6,0.24,YES
8,2019,73,20,0,15,5,0.25,NO
8,2019,69,80,46,12,22,0.275,YES
8,2019,70,86,24,26,36,0.418604651,YES
8,2019,71,47,28,2,17,0.361702128,YES
8,2019,72,36,15,16,5,0.138888889,YES
8,2019,73,26,14,9,3,0.115384615,YES
8,2019,69,47,1,41,5,0.106382979,NO
8,2019,70,71,24,26,21,0.295774648,YES
8,2019,71,82,48,5,29,0.353658537,YES
8,2019,72,47,36,11,0,0,YES
8,2019,73,62,45,1,16,0.258064516,YES
8,2019,69,69,48,2,19,0.275362319,YES
8,2019,70,65,60,2,3,0.046153846,YES
8,2019,71,68,2,31,35,0.514705882,YES
8,2019,72,56,2,30,24,0.428571429,NO
8,2019,73,78,33,2,43,0.551282051,YES
8,2019,69,82,60,3,19,0.231707317,YES
8,2019,70,94,48,13,33,0.35106383,YES
8,2019,71,48,48,0,0,0,YES
8,2019,72,76,32,19,25,0.328947368,YES
8,2019,73,23,13,2,8,0.347826087,YES
8,2019,69,79,1,47,31,0.392405063,NO
8,2019,70,95,26,21,48,0.505263158,YES
8,2019,71,56,45,9,2,0.035714286,YES
8,2019,72,39,11,24,4,0.102564103,NO
8,2019,73,31,6,12,13,0.419354839,YES
6,2022,87,21,11,3,7,0.333333333,YES
7,2021,72,87,79,0,8,0.091954023,YES
8,2022,23,68,33,25,10,0.147058824,YES
3,2021,38,90,47,11,32,0.355555556,YES
6,2021,45,56,21,24,11,0.196428571,YES
6,2020,22,82,18,10,54,0.658536585,YES
9,2022,23,21,14,1,6,0.285714286,YES
10,2022,24,75,36,27,12,0.16,YES
7,2023,87,84,84,0,0,0,YES
5,2023,80,73,61,9,3,0.04109589,YES
4,2020,25,84,38,44,2,0.023809524,NO
3,2022,60,83,78,1,4,0.048192771,YES
8,2022,22,75,46,25,4,0.053333333,YES
8,2022,73,46,28,3,15,0.326086957,YES
4,2021,26,41,31,2,8,0.195121951,YES
7,2021,58,24,23,0,1,0.041666667,YES
9,2022,49,98,34,13,51,0.520408163,YES
4,2020,80,82,49,19,14,0.170731707,YES
2,2023,11,25,18,5,2,0.08,YES
6,2019,51,56,21,21,14,0.25,YES
9,2023,78,33,26,2,5,0.151515152,YES
8,2023,47,81,7,72,2,0.024691358,NO
10,2021,2,81,15,19,47,0.580246914,YES
2,2022,5,23,1,11,11,0.47826087,YES
3,2020,39,29,1,5,23,0.793103448,YES
5,2022,45,75,10,18,47,0.626666667,YES
3,2019,62,76,72,4,0,0,YES
2,2020,69,21,7,7,7,0.333333333,YES
9,2022,1,45,13,14,18,0.4,YES
7,2021,60,38,11,27,0,0,NO
5,2022,76,67,18,32,17,0.253731343,YES
2,2020,9,77,76,0,1,0.012987013,YES
6,2021,9,20,3,9,8,0.4,YES
5,2023,5,39,21,13,5,0.128205128,YES
7,2020,9,47,23,1,23,0.489361702,YES
7,2021,73,73,27,1,45,0.616438356,YES
9,2022,66,42,8,13,21,0.5,YES
4,2019,61,21,18,0,3,0.142857143,YES
2,2022,27,62,13,40,9,0.14516129,NO
3,2019,65,97,13,66,18,0.18556701,NO
9,2023,9,33,23,9,1,0.03030303,YES
2,2021,73,66,64,1,1,0.015151515,YES
3,2021,46,61,41,1,19,0.31147541,YES
4,2023,71,29,4,16,9,0.310344828,NO
8,2022,5,22,14,8,0,0,YES
3,2021,47,44,42,2,0,0,YES
6,2022,26,68,68,0,0,0,YES
4,2022,63,20,6,3,11,0.55,YES
3,2023,19,78,39,20,19,0.243589744,YES
7,2020,49,39,28,8,3,0.076923077,YES
3,2019,16,45,10,26,9,0.2,NO
6,2021,40,90,43,45,2,0.022222222,NO
3,2023,60,78,29,42,7,0.08974359,NO
9,2020,80,86,5,28,53,0.61627907,YES
10,2020,71,73,17,46,10,0.136986301,NO
2,2023,14,20,8,11,1,0.05,NO
2,2023,9,90,4,18,68,0.755555556,YES
3,2023,18,57,38,13,6,0.105263158,YES
10,2021,51,44,3,30,11,0.25,NO
4,2021,70,32,22,9,1,0.03125,YES
6,2020,67,83,76,0,7,0.084337349,YES
5,2019,71,97,73,19,5,0.051546392,YES
8,2023,29,21,18,3,0,0,YES
4,2023,49,73,41,22,10,0.136986301,YES
3,2020,30,30,12,8,10,0.333333333,YES
6,2021,75,94,2,75,17,0.180851064,NO
8,2023,76,57,1,29,27,0.473684211,NO
4,2020,84,61,22,15,24,0.393442623,YES
2,2021,84,69,12,2,55,0.797101449,YES
3,2020,18,33,29,0,4,0.121212121,YES
3,2020,45,28,2,9,17,0.607142857,YES
5,2019,69,39,0,20,19,0.487179487,NO
2,2023,65,32,12,13,7,0.21875,YES
6,2019,28,51,7,12,32,0.62745098,YES
10,2019,18,82,40,16,26,0.317073171,YES
4,2021,26,90,71,2,17,0.188888889,YES
10,2019,20,41,15,19,7,0.170731707,YES
6,2019,88,42,31,5,6,0.142857143,YES
2,2022,89,23,6,5,12,0.52173913,YES
8,2019,37,82,58,1,23,0.280487805,YES
3,2022,8,46,12,6,28,0.608695652,YES
7,2021,69,44,13,22,9,0.204545455,NO
9,2021,44,41,18,16,7,0.170731707,YES
6,2023,82,53,45,2,6,0.113207547,YES
3,2023,22,83,66,11,6,0.072289157,YES
6,2023,78,51,24,6,21,0.411764706,YES
5,2022,77,46,31,10,5,0.108695652,YES
2,2020,64,80,26,25,29,0.3625,YES
3,2021,31,74,67,7,0,0,YES
2,2020,13,85,13,4,68,0.8,YES
7,2021,52,52,52,0,0,0,YES
8,2021,67,90,79,9,2,0.022222222,YES
8,2021,53,77,5,14,58,0.753246753,YES
6,2021,48,33,10,9,14,0.424242424,YES
9,2023,41,94,10,9,75,0.79787234,YES
6,2020,79,32,7,3,22,0.6875,YES
4,2019,29,62,15,26,21,0.338709677,YES
8,2022,9,28,6,7,15,0.535714286,YES
7,2023,87,21,21,0,0,0,YES
8,2019,87,64,24,37,3,0.046875,NO
3,2023,17,65,54,2,9,0.138461538,YES
5,2022,33,64,12,37,15,0.234375,NO
6,2021,71,39,37,0,2,0.051282051,YES
5,2021,42,73,21,11,41,0.561643836,YES
8,2023,57,63,31,16,16,0.253968254,YES
3,2023,57,80,8,11,61,0.7625,YES
3,2021,2,29,9,17,3,0.103448276,NO
5,2020,86,53,23,20,10,0.188679245,YES
10,2019,23,52,35,5,12,0.230769231,YES
3,2023,59,41,13,11,17,0.414634146,YES
9,2023,64,76,36,7,33,0.434210526,YES
9,2021,67,77,18,44,15,0.194805195,NO
2,2020,36,30,15,5,10,0.333333333,YES
6,2020,59,79,9,43,27,0.341772152,NO
3,2022,38,100,13,22,65,0.65,YES
9,2022,74,57,39,2,16,0.280701754,YES
6,2021,3,75,19,0,56,0.746666667,YES
10,2021,65,20,9,4,7,0.35,YES
7,2021,32,23,4,4,15,0.652173913,YES
4,2021,18,63,4,34,25,0.396825397,NO
6,2020,1,43,31,8,4,0.093023256,YES
2,2020,57,59,31,14,14,0.237288136,YES
9,2023,3,88,36,5,47,0.534090909,YES
6,2021,23,47,27,0,20,0.425531915,YES
9,2019,66,25,0,10,15,0.6,YES
3,2019,89,23,17,2,4,0.173913043,YES
2,2021,81,21,21,0,0,0,YES
3,2022,49,68,2,45,21,0.308823529,NO
6,2023,2,48,16,24,8,0.166666667,NO
2,2019,19,39,24,15,0,0,YES
4,2021,22,70,56,12,2,0.028571429,YES
2,2021,28,82,16,4,62,0.756097561,YES
6,2023,38,27,6,4,17,0.62962963,YES
6,2022,78,21,7,12,2,0.095238095,NO
9,2023,68,96,42,36,18,0.1875,YES
9,2019,82,29,20,5,4,0.137931034,YES
8,2023,42,45,21,12,12,0.266666667,YES
2,2021,10,75,2,6,67,0.893333333,YES
10,2020,12,45,5,19,21,0.466666667,YES
10,2022,38,31,0,3,28,0.903225806,YES
9,2020,49,32,26,2,4,0.125,YES
5,2021,87,51,17,22,12,0.235294118,YES
9,2020,67,49,44,3,2,0.040816327,YES
2,2020,22,41,22,5,14,0.341463415,YES
8,2023,25,51,35,14,2,0.039215686,YES
5,2023,44,36,6,0,30,0.833333333,YES
10,2023,40,61,45,7,9,0.147540984,YES
9,2022,19,98,33,12,53,0.540816327,YES
3,2023,11,38,5,33,0,0,NO
10,2022,36,71,13,40,18,0.253521127,NO
3,2020,26,58,0,53,5,0.086206897,NO
9,2019,26,75,74,0,1,0.013333333,YES
2,2020,56,23,11,4,8,0.347826087,YES
2,2023,25,48,18,22,8,0.166666667,YES
7,2023,17,34,4,8,22,0.647058824,YES
5,2019,6,78,30,24,24,0.307692308,YES
2,2020,69,73,69,0,4,0.054794521,YES
9,2019,39,98,4,39,55,0.56122449,YES
6,2020,84,21,5,6,10,0.476190476,YES
6,2019,79,31,16,8,7,0.225806452,YES
4,2019,85,25,1,1,23,0.92,YES
3,2020,9,22,13,2,7,0.318181818,YES
4,2021,18,26,8,1,17,0.653846154,YES
10,2020,47,60,7,5,48,0.8,YES
7,2019,78,76,56,18,2,0.026315789,YES
7,2022,19,99,75,18,6,0.060606061,YES
6,2020,68,40,18,16,6,0.15,YES
8,2021,6,45,24,20,1,0.022222222,YES
4,2023,22,89,19,49,21,0.235955056,NO
9,2023,21,61,7,45,9,0.147540984,NO
10,2021,14,61,16,2,43,0.704918033,YES
5,2019,6,70,31,35,4,0.057142857,NO
9,2022,45,22,5,10,7,0.318181818,YES
5,2020,48,94,69,19,6,0.063829787,YES
3,2021,62,32,29,1,2,0.0625,YES
5,2019,87,46,2,0,44,0.956521739,YES
9,2020,11,89,15,52,22,0.247191011,NO
4,2021,47,24,2,18,4,0.166666667,NO
7,2022,86,76,23,36,17,0.223684211,YES
6,2021,32,41,38,0,3,0.073170732,YES
6,2021,20,85,43,9,33,0.388235294,YES
6,2020,37,51,16,17,18,0.352941176,YES
6,2021,51,90,50,6,34,0.377777778,YES
8,2019,78,99,66,21,12,0.121212121,YES
9,2021,15,41,13,16,12,0.292682927,YES
2,2020,72,91,53,10,28,0.307692308,YES
7,2022,52,62,4,19,39,0.629032258,YES
7,2019,38,88,75,0,13,0.147727273,YES
4,2023,59,65,44,19,2,0.030769231,YES
8,2019,53,91,38,35,18,0.197802198,YES
5,2022,71,42,25,1,16,0.380952381,YES
3,2022,33,33,9,6,18,0.545454545,YES
3,2020,65,75,1,67,7,0.093333333,NO
10,2020,5,27,15,1,11,0.407407407,YES
4,2020,70,89,74,0,15,0.168539326,YES
10,2022,27,96,39,35,22,0.229166667,YES
8,2021,84,29,19,4,6,0.206896552,YES
5,2023,34,86,14,66,6,0.069767442,NO
3,2022,71,61,13,41,7,0.114754098,NO
7,2020,30,53,29,18,6,0.113207547,YES
4,2023,23,71,50,14,7,0.098591549,YES
2,2020,45,59,52,2,5,0.084745763,YES
10,2021,52,38,7,27,4,0.105263158,NO
7,2021,70,46,46,0,0,0,YES
6,2020,21,78,74,4,0,0,YES
3,2019,30,27,22,4,1,0.037037037,YES
9,2022,46,60,25,29,6,0.1,YES
10,2020,80,97,87,2,8,0.082474227,YES
6,2023,9,49,1,26,22,0.448979592,NO
5,2023,35,96,3,23,70,0.729166667,YES
10,2021,10,20,14,5,1,0.05,YES
4,2019,61,53,45,1,7,0.132075472,YES
7,2020,32,83,58,5,20,0.240963855,YES
8,2023,24,78,13,55,10,0.128205128,NO
10,2019,3,44,39,5,0,0,YES
9,2021,79,78,10,1,67,0.858974359,YES
10,2022,65,95,17,59,19,0.2,NO
6,2020,36,30,11,1,18,0.6,YES
8,2022,53,83,40,36,7,0.084337349,YES
7,2020,67,81,62,9,10,0.12345679,YES
2,2023,58,91,84,3,4,0.043956044,YES
10,2021,23,30,6,18,6,0.2,NO
9,2022,46,52,21,31,0,0,NO
3,2021,78,76,53,5,18,0.236842105,YES
6,2023,23,69,11,34,24,0.347826087,YES
10,2023,33,67,44,2,21,0.313432836,YES
8,2020,9,28,10,8,10,0.357142857,YES
9,2021,41,80,72,7,1,0.0125,YES
10,2022,55,66,23,3,40,0.606060606,YES
4,2019,45,42,33,3,6,0.142857143,YES
3,2020,55,37,0,27,10,0.27027027,NO
2,2019,4,79,55,23,1,0.012658228,YES
4,2023,34,72,37,32,3,0.041666667,YES
4,2019,22,43,34,1,8,0.186046512,YES
7,2023,11,54,25,20,9,0.166666667,YES
2,2021,24,94,10,68,16,0.170212766,NO
4,2023,18,90,71,3,16,0.177777778,YES
4,2020,86,32,17,10,5,0.15625,YES
5,2022,35,50,14,12,24,0.48,YES
9,2019,15,67,18,44,5,0.074626866,NO
8,2023,72,37,21,6,10,0.27027027,YES
4,2020,65,48,39,8,1,0.020833333,YES
9,2021,73,55,47,3,5,0.090909091,YES
2,2020,47,37,19,9,9,0.243243243,YES
5,2019,72,98,38,4,56,0.571428571,YES
8,2022,38,66,51,13,2,0.03030303,YES
6,2022,3,58,10,32,16,0.275862069,NO
8,2020,87,21,15,4,2,0.095238095,YES
3,2021,74,63,30,14,19,0.301587302,YES
5,2020,44,27,24,3,0,0,YES
7,2021,80,91,63,16,12,0.131868132,YES
4,2020,16,55,50,2,3,0.054545455,YES
5,2020,65,47,8,36,3,0.063829787,NO
4,2019,40,58,4,23,31,0.534482759,YES
8,2019,85,39,29,1,9,0.230769231,YES
8,2021,43,64,41,15,8,0.125,YES
3,2019,33,57,55,1,1,0.01754386,YES
2,2019,7,77,25,19,33,0.428571429,YES
9,2020,50,72,51,0,21,0.291666667,YES
10,2022,51,28,5,7,16,0.571428571,YES
2,2022,51,30,14,15,1,0.033333333,NO
2,2023,47,55,44,4,7,0.127272727,YES
10,2023,34,22,7,8,7,0.318181818,YES
9,2021,32,43,36,4,3,0.069767442,YES
7,2022,45,46,18,16,12,0.260869565,YES
10,2019,29,84,26,44,14,0.166666667,NO
10,2022,9,97,33,34,30,0.309278351,YES
9,2023,65,89,27,36,26,0.292134831,YES
10,2022,35,97,0,69,28,0.288659794,NO
4,2021,43,55,46,5,4,0.072727273,YES
9,2020,37,59,52,5,2,0.033898305,YES
3,2021,35,56,19,31,6,0.107142857,NO
2,2021,73,53,37,16,0,0,YES
4,2019,35,66,10,54,2,0.03030303,NO
7,2020,22,81,27,48,6,0.074074074,NO
3,2019,83,89,78,2,9,0.101123596,YES
6,2023,44,78,20,17,41,0.525641026,YES
9,2019,59,78,35,28,15,0.192307692,YES
6,2019,55,36,1,18,17,0.472222222,NO
6,2019,8,33,9,19,5,0.151515152,NO
2,2021,57,56,10,14,32,0.571428571,YES
5,2019,83,87,25,30,32,0.367816092,YES
5,2019,59,49,8,27,14,0.285714286,NO
